review_id,place_name,reviewer_name,reviewer_id,local_guide,rating,review_text,likes,date,attributes
Ci9DQUlRQUNvZENodHljRjlvT21SYU5tdDJkbFZzUjFoU00wcEpiVEpwZEVRMU9XYxAB,Amintiri,Aeron Stone,101039975088802144374,True,3,"Food is awesome, staff is not",0,33 minutes ago,"{""price_per_person"": ""₹1,800–2,000"", ""food"": 5, ""service_rating"": 1, ""atmosphere"": 3, ""noise_level"": ""Quiet, easy to talk"", ""group_size"": ""2 people""}"
Ci9DQUlRQUNvZENodHljRjlvT25SdFIxOWxOWHA0TkdndFYwaHNPR2g1Vm5ONmIwRRAB,Amintiri,Shivangi Verma,108527394450828723323,True,4,"I came to Amintiri for a solo lunch, and truly enjoyed the food. my avacado cheese sandwich was so tasty I wished I could have another. the quantity was enough and all the ingredients tasted fresh and rightly cooked. I enjoyed the food, the quiet ambiance and sketching the cafe in the sketchbook. The staff was observed to be polite and helpful.",0,10 hours ago,"{""meal_type"": ""Lunch"", ""price_per_person"": ""₹200–400"", ""noise_level"": ""Quiet, easy to talk"", ""group_size"": ""1 person""}"
Ci9DQUlRQUNvZENodHljRjlvT21FemNIQndNV0V5WkdFMk1EVk5SVmR3VFZSSlpVRRAB,Amintiri,Sukumar Murthy G,111371099814211909375,True,5,"Loved the place, excellent staff. Informed of my wife's pregnancy and they immediately handed over a chair while waiting Mr Ravi was very good",0,11 hours ago,"{""food"": 5, ""service_rating"": 5, ""atmosphere"": 5}"
Ci9DQUlRQUNvZENodHljRjlvT2xWdFJVMXphVnBqTjNCa05rSkxZWEkyWW5NMlFtYxAB,Amintiri,Akshatha Sridhar,111135673389634585471,True,5,"Excellent food and ambience. Staff are knowledgeable and friendly Especially Mr Ravi, our host for the afternoon was a delight",0,11 hours ago,"{""food"": 5, ""service_rating"": 5, ""atmosphere"": 5}"
Ci9DQUlRQUNvZENodHljRjlvT2w5c1VsWkRZMGx2T0dWWmNteEdkSFJ4VFdGVU1uYxAB,Amintiri,Sambit Kumar Swain,110251174605043074062,False,5,Wonderful place. Fantastic brews. Ravi was kind and warm. Thanks!,0,11 hours ago,"{""food"": 5, ""service_rating"": 5, ""atmosphere"": 5}"
Ci9DQUlRQUNvZENodHljRjlvT25CbVlsUjNiVlJVY0V4VE5GRXlabVpYVDBKUFJVRRAB,Amintiri,Sameer Athalye,104199399014118019303,True,5,"Great place for breakfast, meals and desserts.",0,11 hours ago,"{""meal_type"": ""Other"", ""price_per_person"": ""₹600–800"", ""food"": 5, ""service_rating"": 5, ""atmosphere"": 5, ""noise_level"": ""Moderate noise"", ""group_size"": ""Suitable for all group sizes""}"
Ci9DQUlRQUNvZENodHljRjlvT25obE1qRXlaMDFpVlhOR1RYbGxTbGwxWTJKT2FIYxAB,Amintiri,khushboo kumari,108347996356116396679,False,5,good food and service,0,14 hours ago,"{""food"": 5, ""service_rating"": 5, ""atmosphere"": 5}"
Ci9DQUlRQUNvZENodHljRjlvT2tVelVFVkhTbmhxTldGRWRYazRZM05RVUZwcVUzYxAB,Amintiri,Shorya Saini,102060638628118441685,True,5,,0,15 hours ago,"{""meal_type"": ""Brunch"", ""price_per_person"": ""₹400–600"", ""food"": 5, ""service_rating"": 5, ""atmosphere"": 5, ""noise_level"": ""Quiet, easy to talk"", ""group_size"": ""3-4 people""}"
Ci9DQUlRQUNvZENodHljRjlvT2tOb2RVUlVPWFZrUlc1eVlWUTNNRFJUVTNSd1ZsRRAB,Amintiri,Sneha jha,110244456483249916906,True,5,,0,15 hours ago,"{""meal_type"": ""Breakfast"", ""price_per_person"": ""₹1,000–1,200"", ""food"": 4, ""service_rating"": 4, ""atmosphere"": 5, ""noise_level"": ""Quiet, easy to talk"", ""group_size"": ""2 people"", ""vegetarian_offerings"": ""Large vegetarian selection""}"
Ci9DQUlRQUNvZENodHljRjlvT205WE1UUjBiMTlPU3kxaWNWSlVUVXBoVmpOWmJFRRAB,Amintiri,Aditi Saboo,105969593280989733997,False,5,It has a good ambience and good food Love avacado croissant,0,16 hours ago,
Ci9DQUlRQUNvZENodHljRjlvT21relZUWnlURVZ1UlRoNlYxbHdjRTV2YjBWMlRFRRAB,Amintiri,anurag pandey,103022437113806735049,False,5,Excellent food and ambience.,0,17 hours ago,"{""food"": 5, ""service_rating"": 5, ""atmosphere"": 5}"
Ci9DQUlRQUNvZENodHljRjlvT2tONlltaGlhMWRPWVZobmRUQTNTVmhDZDBSSk9XYxAB,Amintiri,Parul Maheshwari,112672720655567467625,False,5,Had a great experience. Really good service and amazing food. Loved the brioche toast.,0,17 hours ago,"{""meal_type"": ""Brunch"", ""price_per_person"": ""₹400–600"", ""food"": 5, ""service_rating"": 5, ""atmosphere"": 5, ""noise_level"": ""Quiet, easy to talk"", ""group_size"": ""Suitable for all group sizes""}"
Ci9DQUlRQUNvZENodHljRjlvT2pjNU1uQTNaMHh0U3psM2NrcDNObUpGWkVOVFUxRRAB,Amintiri,sriram chilukuri,116556099346831772732,False,5,Sharing appreciation for Sushmita!! Amazing food.,0,18 hours ago,"{""food"": 5, ""service_rating"": 5, ""atmosphere"": 5}"
