review_id,place_name,reviewer_name,reviewer_id,local_guide,rating,review_text,likes,date,attributes
Ci9DQUlRQUNvZENodHljRjlvT21SMGFGOHRlV0YyVEdoNk9HWkNjM1ZoUXpnME1IYxAB,Shelby The Barista,Roopam,103814898279258440112,True,4,,0,3 hours ago,"{""food"": 3, ""service_rating"": 4, ""atmosphere"": 5}"
Ci9DQUlRQUNvZENodHljRjlvT2tsQ04zbzNZMUZ5YmtoSVQyWjZNVUpvWkZVMk0yYxAB,Shelby The Barista,Beyond your Eyes,116393977775216278661,True,5,,0,7 hours ago,"{""price_per_person"": ""₹1–200"", ""food"": 5, ""service_rating"": 4, ""atmosphere"": 5}"
Ci9DQUlRQUNvZENodHljRjlvT2xVMFZFdDZlVTQ1YlhsaGExcHFWVXA0V1ZsNWNYYxAB,Shelby The Barista,Bijoy Yesurathnam,101803407259061132187,False,5,Late night chai craving? Got to go here..no where else!,0,14 hours ago,"{""food"": 5, ""service_rating"": 5, ""atmosphere"": 5}"
Ci9DQUlRQUNvZENodHljRjlvT2kxMWNGQlllbEoxWjE5MmRHMWxOa3hXTWpKSmNtYxAB,Shelby The Barista,Shaheen Subair Ak,106626598217396031126,False,5,,0,23 hours ago,
