review_id,place_name,reviewer_name,reviewer_id,local_guide,rating,review_text,likes,date,attributes
Ci9DQUlRQUNvZENodHljRjlvT2pGdk4xWnVXRlF0WHpoM1JqSnZjbTkwVWtGdE1XYxAB,Chai Sutta Bar HSR Bangalore,manu mohandas nair,103098159674641363384,True,3,"Tea doesn’t taste like before. The staff are ignorant and not customer-friendly. Overall, the experience has gone down compared to earlier visits.",0,5 hours ago,
