review_id,place_name,reviewer_name,reviewer_id,local_guide,rating,review_text,likes,date,attributes
Ci9DQUlRQUNvZENodHljRjlvT2sxYVNtTlVXV2hhUldOaVNERTFTRVZqVEROVVUyYxAB,Table for Tous,Ankit Raj,107985977906108416333,False,4,Really great experience with the restaurants.,0,40 minutes ago,"{""food"": 4, ""service_rating"": 5, ""atmosphere"": 4}"
