review_id,place_name,reviewer_name,reviewer_id,local_guide,rating,review_text,likes,date,attributes
Ci9DQUlRQUNvZENodHljRjlvT21zeE9GVk9ORWxSVmxremVHdGthVUV0ZUdRek9VRRAB,"MixNosh | Art Cafe, HSR",Tanaji Hajagolkar,115330259281774933233,True,3,,0,a day ago,"{""meal_type"": ""Brunch"", ""price_per_person"": ""₹200–400"", ""noise_level"": ""Very quiet"", ""group_size"": ""Not sure""}"
